,user_id,name,priority,category
1220,ccb09cf7-2349-11ea-9569-74d02b9c93aa,reach out to someone,1,social and family
1221,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,become a thought leader,4,career
1222,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,overcome the fear of public speaking,4,career
1223,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,attend a silent retreat,3,spiritual
1224,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,become more regular at attending religious services,3,spiritual
1225,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,reach out to someone,2,social and family
1226,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,become an active listener,4,social and family
1227,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,apply knowledge in a useful way to benefit,2,knowledge
1228,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,stay offline one day per week,2,healthy
1229,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,quit smoking,2,healthy
1231,ccb09cfa-2349-11ea-b5ad-74d02b9c93aa,make a vision board,2,creative
1232,ccb09cfa-2349-11ea-b5ad-74d02b9c93aa,design an innovative technology,5,creative
1233,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,become more regular at attending religious services,4,spiritual
1234,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,take a painting class,3,creative
1235,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,swim a mile,4,fitness
1236,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,learn to forgive,3,social and family
1237,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,maintain a healthy work-life balance,4,social and family
1238,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,meditate every morning,1,healthy
1240,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,be inspiring,5,social and family
1241,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,learn to have empathy,1,social and family
1242,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,reach out to someone,3,social and family
1243,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,make a vision board,1,creative
1244,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,rally a community around,1,long-term
1245,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,create financial freedom,5,long-term
1246,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,invent something,2,long-term
1247,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,help other people live healthier lives,2,healthy
1248,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,meditate every morning,4,healthy
1249,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,don't spend beyond,4,financial
1250,ccb09cfe-2349-11ea-81a5-74d02b9c93aa,eat in for 30 days straight,1,healthy
1251,ccb09cfe-2349-11ea-81a5-74d02b9c93aa,drink water,5,healthy
1253,ccb09d00-2349-11ea-92ea-74d02b9c93aa,learn something new,3,personal
1254,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,quit smoking,2,healthy
1255,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,drink water,2,healthy
1256,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,do a handstand for at least 10 seconds,4,fitness
1257,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,take trips to the 50 holiest sites in the world,5,spiritual
1258,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,practice mindfulness by learning to live in the moment,3,spiritual
1259,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,name all of your savings accounts,1,financial
1260,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,love whatever you are doing that is making you money,5,financial
1261,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,donate to a cause you care about,3,financial
1262,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,negotiate a bill,3,financial
1263,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,"cut out the small, frequent purchases",5,financial
1264,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,don't spend beyond,1,financial
1265,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,make a vision board,2,creative
1266,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,take a painting class,3,creative
1267,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,create a new recipe and master it,5,creative
1268,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,meditate every morning,5,healthy
1269,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,clear out your closet of things you no longer wear,2,personal
1270,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,plan your dream vacation,5,personal
1271,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,maintain a positive mindset in all learning environments,5,knowledge
1272,ccb09d02-2349-11ea-8bb6-74d02b9c93aa,explore two new places,5,knowledge
1273,ccb09d03-2349-11ea-af4d-74d02b9c93aa,open an investment account,3,financial
1274,ccb09d03-2349-11ea-af4d-74d02b9c93aa,have additional income,5,financial
1275,ccb09d03-2349-11ea-af4d-74d02b9c93aa,name all of your savings accounts,4,financial
1276,ccb09d03-2349-11ea-af4d-74d02b9c93aa,become a thought leader,4,career
1279,ccb09d06-2349-11ea-bf9b-74d02b9c93aa,do a media detox,4,personal
1280,ccb09d06-2349-11ea-bf9b-74d02b9c93aa,start my own business,2,career
1282,ccb09d08-2349-11ea-b326-74d02b9c93aa,design an innovative technology,5,creative
1283,ccb09d08-2349-11ea-b326-74d02b9c93aa,build something,1,creative
1284,ccb09d08-2349-11ea-b326-74d02b9c93aa,enjoy being a beginner,2,creative
1286,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,stay offline one day per week,1,healthy
1287,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,travel abroad,2,long-term
1288,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,adopt a child,1,long-term
1289,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,invent something,3,long-term
1290,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,create a website,1,career
1291,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,be an innovator,3,career
1292,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,overcome the fear of public speaking,2,career
1293,ccb09d0a-2349-11ea-aac2-74d02b9c93aa,volunteer,3,social and family
1294,ccb09d0b-2349-11ea-8f5f-74d02b9c93aa,help other people live healthier lives,3,healthy
1295,ccb09d0b-2349-11ea-8f5f-74d02b9c93aa,get enough sleep,3,healthy
1296,ccb09d0b-2349-11ea-8f5f-74d02b9c93aa,meet someone who has a religious or spiritual background,1,spiritual
1297,ccb09d0b-2349-11ea-8f5f-74d02b9c93aa,practice mindfulness by learning to live in the moment,3,spiritual
1298,ccb09d0c-2349-11ea-9064-74d02b9c93aa,learn how to knit,5,creative
1299,ccb09d0c-2349-11ea-9064-74d02b9c93aa,pay off my home within twenty years,2,financial
1300,ccb09d0c-2349-11ea-9064-74d02b9c93aa,check your credit report,4,financial
1301,ccb09d0c-2349-11ea-9064-74d02b9c93aa,learn how to identify with my higher self,3,spiritual
1302,ccb09d0c-2349-11ea-9064-74d02b9c93aa,become a master at reiki,5,spiritual
1303,ccb09d0c-2349-11ea-9064-74d02b9c93aa,interview a spiritual leader,4,spiritual
1304,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,learn how to identify with my higher self,1,spiritual
1305,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,take trips to the 50 holiest sites in the world,1,spiritual
1306,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,make a career out of a hobby,1,career
1307,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,become the expert,3,career
1308,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,try a new form of exercise,3,fitness
1309,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,do a one-arm pushup,5,fitness
1310,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,30-day squat challenge,4,fitness
1311,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,drink water,1,healthy
1312,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,eat more veggies,1,healthy
1313,ccb09d0e-2349-11ea-8829-74d02b9c93aa,create a website,5,career
1314,ccb09d0e-2349-11ea-8829-74d02b9c93aa,be an innovator,2,career
1316,ccb09d10-2349-11ea-9780-74d02b9c93aa,practice mindfulness by learning to live in the moment,1,spiritual
1317,ccb09d10-2349-11ea-9780-74d02b9c93aa,learn how to identify with my higher self,2,spiritual
1318,ccb09d10-2349-11ea-9780-74d02b9c93aa,become a master at reiki,3,spiritual
1319,ccb09d10-2349-11ea-9780-74d02b9c93aa,update your budget,4,financial
1320,ccb09d10-2349-11ea-9780-74d02b9c93aa,pay off my student loans and build a college fund for my children,4,financial
1321,ccb09d10-2349-11ea-9780-74d02b9c93aa,negotiate a bill,2,financial
1322,ccb09d10-2349-11ea-9780-74d02b9c93aa,eat in for 30 days straight,3,healthy
1323,ccb09d11-2349-11ea-a676-74d02b9c93aa,30 days of yoga,3,fitness
1324,ccb09d11-2349-11ea-a676-74d02b9c93aa,run a 10k,4,fitness
1325,ccb09d11-2349-11ea-a676-74d02b9c93aa,30-day squat challenge,3,fitness
1326,ccb09d11-2349-11ea-a676-74d02b9c93aa,travel abroad,2,long-term
1327,ccb09d11-2349-11ea-a676-74d02b9c93aa,learn to love,1,long-term
1328,ccb09d11-2349-11ea-a676-74d02b9c93aa,become my best self,4,long-term
1329,ccb09d12-2349-11ea-9626-74d02b9c93aa,pay off my home within twenty years,1,financial
1330,ccb09d12-2349-11ea-9626-74d02b9c93aa,love whatever you are doing that is making you money,1,financial
1331,ccb09d12-2349-11ea-9626-74d02b9c93aa,name all of your savings accounts,2,financial
1332,ccb09d12-2349-11ea-9626-74d02b9c93aa,master four plyometric moves,5,fitness
1333,ccb09d12-2349-11ea-9626-74d02b9c93aa,touch the rim of a basketball hoop,1,fitness
1334,ccb09d12-2349-11ea-9626-74d02b9c93aa,try a new form of exercise,4,fitness
1335,ccb09d12-2349-11ea-9626-74d02b9c93aa,learn how to knit,3,creative
1336,ccb09d12-2349-11ea-9626-74d02b9c93aa,make a vision board,4,creative
1339,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,be an innovator,2,career
1340,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,create a website,4,career
1341,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,make a career out of a hobby,4,career
1342,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,master four plyometric moves,3,fitness
1343,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,complete five pull-ups,3,fitness
1344,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,master five yoga poses.,4,fitness
1345,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,train for a marathon,3,healthy
1346,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,start a gratitude journal,5,personal
1347,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,do a media detox,1,personal
1348,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,build something,4,creative
1349,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,take a painting class,3,creative
1350,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,choreograph a dance,5,creative
1351,ccb09d16-2349-11ea-ba6e-74d02b9c93aa,open an investment account,2,financial
1352,ccb09d16-2349-11ea-ba6e-74d02b9c93aa,live debt-free,5,financial
1353,ccb09d16-2349-11ea-ba6e-74d02b9c93aa,create a website,1,career
1354,ccb09d16-2349-11ea-ba6e-74d02b9c93aa,exceed the expectations,4,career
1355,ccb09d17-2349-11ea-9c35-74d02b9c93aa,become a mentor,2,career
1356,ccb09d17-2349-11ea-9c35-74d02b9c93aa,continue my education,3,career
1357,ccb09d17-2349-11ea-9c35-74d02b9c93aa,be an innovator,1,career
1358,ccb09d17-2349-11ea-9c35-74d02b9c93aa,add sprints to your run,4,fitness
1359,ccb09d17-2349-11ea-9c35-74d02b9c93aa,do thirty pushups,5,fitness
1360,ccb09d17-2349-11ea-9c35-74d02b9c93aa,pay off my student loans and build a college fund for my children,5,financial
1361,ccb09d17-2349-11ea-9c35-74d02b9c93aa,create a budgeting habit,3,financial
1362,ccb09d17-2349-11ea-9c35-74d02b9c93aa,recognize that learning can happen anywhere,2,knowledge
1363,ccb09d17-2349-11ea-9c35-74d02b9c93aa,help other people live healthier lives,5,healthy
1364,ccb09d17-2349-11ea-9c35-74d02b9c93aa,ditch the junk foods and start eating clean,4,healthy
1365,ccb09d17-2349-11ea-9c35-74d02b9c93aa,train for a marathon,5,healthy
1367,ccb09d19-2349-11ea-98de-74d02b9c93aa,learn to forgive,2,social and family
1368,ccb09d19-2349-11ea-98de-74d02b9c93aa,be a good family member,5,social and family
1369,ccb09d19-2349-11ea-98de-74d02b9c93aa,reach out to someone,3,social and family
1370,ccb09d19-2349-11ea-98de-74d02b9c93aa,name all of your savings accounts,3,financial
1371,ccb09d19-2349-11ea-98de-74d02b9c93aa,donate to a cause you care about,4,financial
1372,ccb09d19-2349-11ea-98de-74d02b9c93aa,go to bed at a reasonable time,2,healthy
1373,ccb09d19-2349-11ea-98de-74d02b9c93aa,quit smoking,2,healthy
1374,ccb09d19-2349-11ea-98de-74d02b9c93aa,get enough sleep,3,healthy
1375,ccb09d19-2349-11ea-98de-74d02b9c93aa,learn a new language,5,knowledge
1376,ccb09d19-2349-11ea-98de-74d02b9c93aa,apply knowledge in a useful way to benefit,2,knowledge
1377,ccb09d19-2349-11ea-98de-74d02b9c93aa,"set a local, state, or world record in something",1,long-term
1378,ccb09d19-2349-11ea-98de-74d02b9c93aa,become my best self,4,long-term
1381,ccb09d1c-2349-11ea-b850-74d02b9c93aa,learn how to knit,1,creative
1382,ccb09d1c-2349-11ea-b850-74d02b9c93aa,read the entire bible,5,spiritual
1383,ccb09d1c-2349-11ea-b850-74d02b9c93aa,become more regular at attending religious services,1,spiritual
1384,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,read 20 pages per day,1,personal
1385,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,clear out your closet of things you no longer wear,2,personal
1386,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,recognize that learning can happen anywhere,3,knowledge
1387,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,take a class that interests me but is irrelevant to my career,1,knowledge
1388,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,travel abroad,5,long-term
1389,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,learn to love,3,long-term
1390,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,"set a local, state, or world record in something",2,long-term
1391,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,build something,2,creative
1392,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,learn how to knit,2,creative
1393,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,make a vision board,5,creative
1394,ccb09d1e-2349-11ea-925c-74d02b9c93aa,have additional income,2,financial
1395,ccb09d1f-2349-11ea-b014-74d02b9c93aa,take a painting class,2,creative
1396,ccb09d1f-2349-11ea-b014-74d02b9c93aa,clear out your closet of things you no longer wear,4,personal
1397,ccb09d1f-2349-11ea-b014-74d02b9c93aa,read the entire bible,5,spiritual
1398,ccb09d1f-2349-11ea-b014-74d02b9c93aa,learn to live in line with spiritual values,4,spiritual
1399,ccb09d1f-2349-11ea-b014-74d02b9c93aa,drink or bathe in lourdes water,4,spiritual
1400,ccb09d1f-2349-11ea-b014-74d02b9c93aa,ditch the junk foods and start eating clean,4,healthy
1401,ccb09d1f-2349-11ea-b014-74d02b9c93aa,get enough sleep,2,healthy
1402,ccb09d1f-2349-11ea-b014-74d02b9c93aa,invent something,2,long-term
1403,ccb09d1f-2349-11ea-b014-74d02b9c93aa,learn to love,2,long-term
1404,ccb09d1f-2349-11ea-b014-74d02b9c93aa,adopt a child,4,long-term
1406,ccb09d21-2349-11ea-96b5-74d02b9c93aa,name all of your savings accounts,5,financial
1407,ccb09d21-2349-11ea-96b5-74d02b9c93aa,donate to a cause you care about,4,financial
1408,ccb09d21-2349-11ea-96b5-74d02b9c93aa,open an investment account,3,financial
1409,ccb09d21-2349-11ea-96b5-74d02b9c93aa,explore two new places,5,knowledge
1410,ccb09d21-2349-11ea-96b5-74d02b9c93aa,gain enough knowledge about a topic to be able to teach a class,1,knowledge
1411,ccb09d22-2349-11ea-858e-74d02b9c93aa,apply knowledge in a useful way to benefit,5,knowledge
1412,ccb09d22-2349-11ea-858e-74d02b9c93aa,explore two new places,3,knowledge
1413,ccb09d22-2349-11ea-858e-74d02b9c93aa,start a gratitude journal,3,personal
1414,ccb09d22-2349-11ea-858e-74d02b9c93aa,do a media detox,2,personal
1415,ccb09d22-2349-11ea-858e-74d02b9c93aa,take trips to the 50 holiest sites in the world,5,spiritual
1416,ccb09d22-2349-11ea-858e-74d02b9c93aa,practice mindfulness by learning to live in the moment,4,spiritual
1417,ccb09d22-2349-11ea-858e-74d02b9c93aa,attend a silent retreat,3,spiritual
1418,ccb09d22-2349-11ea-858e-74d02b9c93aa,open an investment account,2,financial
1419,ccb09d22-2349-11ea-858e-74d02b9c93aa,add strength,4,healthy
1420,ccb09d22-2349-11ea-858e-74d02b9c93aa,go au natural,4,healthy
1421,ccb09d22-2349-11ea-858e-74d02b9c93aa,train for a marathon,1,healthy
1422,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,master five yoga poses.,1,fitness
1423,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,develop a workout routine,2,fitness
1424,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,learn to live in line with spiritual values,5,spiritual
1425,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,become a master at reiki,4,spiritual
1426,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,invent something,3,long-term
1427,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,"set a local, state, or world record in something",2,long-term
1428,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,create a new recipe and master it,4,creative
1429,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,"write 1,200 words each day for a month",3,creative
1430,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,learn to view my mistakes,5,knowledge
1431,ccb09d23-2349-11ea-b0aa-74d02b9c93aa,be open to broadening,2,knowledge
1432,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,start planning for retirement,2,financial
1433,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,live debt-free,5,financial
1434,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,be respected,1,social and family
1435,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,be a good family member,1,social and family
1436,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,volunteer,1,social and family
1437,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,enjoy being a beginner,5,creative
1438,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,learn how to knit,2,creative
1439,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,redesign the inside of your home,3,creative
1440,ccb09d25-2349-11ea-bd74-74d02b9c93aa,travel abroad,1,long-term
1441,ccb09d25-2349-11ea-bd74-74d02b9c93aa,learn to love,4,long-term
1442,ccb09d25-2349-11ea-bd74-74d02b9c93aa,do thirty pushups,2,fitness
1443,ccb09d25-2349-11ea-bd74-74d02b9c93aa,squeeze in 10 minutes of exercise per day,5,fitness
1444,ccb09d25-2349-11ea-bd74-74d02b9c93aa,learn how to knit,2,creative
1445,ccb09d25-2349-11ea-bd74-74d02b9c93aa,take a painting class,5,creative
1446,ccb09d25-2349-11ea-bd74-74d02b9c93aa,make a vision board,1,creative
1447,ccb09d25-2349-11ea-bd74-74d02b9c93aa,volunteer,4,social and family
1448,ccb09d25-2349-11ea-bd74-74d02b9c93aa,be respected,4,social and family
1449,ccb09d25-2349-11ea-bd74-74d02b9c93aa,be inspiring,4,social and family
1450,ccb09d25-2349-11ea-bd74-74d02b9c93aa,attend a silent retreat,5,spiritual
1451,ccb09d25-2349-11ea-bd74-74d02b9c93aa,read the entire bible,1,spiritual
1452,ccb09d25-2349-11ea-bd74-74d02b9c93aa,interview a spiritual leader,3,spiritual
1453,ccb09d26-2349-11ea-b48d-74d02b9c93aa,choreograph a dance,3,creative
1454,ccb09d26-2349-11ea-b48d-74d02b9c93aa,make a vision board,2,creative
1455,ccb09d26-2349-11ea-b48d-74d02b9c93aa,build something,3,creative
1456,ccb09d26-2349-11ea-b48d-74d02b9c93aa,develop a workout routine,5,fitness
1457,ccb09d26-2349-11ea-b48d-74d02b9c93aa,master four plyometric moves,2,fitness
1458,ccb09d26-2349-11ea-b48d-74d02b9c93aa,complete five pull-ups,4,fitness
1459,ccb09d27-2349-11ea-8f26-74d02b9c93aa,exercise,3,healthy
1460,ccb09d27-2349-11ea-8f26-74d02b9c93aa,eat in for 30 days straight,2,healthy
1461,ccb09d28-2349-11ea-a8ca-74d02b9c93aa,do a one-arm pushup,2,fitness
1462,ccb09d28-2349-11ea-a8ca-74d02b9c93aa,do a handstand for at least 10 seconds,4,fitness
1463,ccb09d28-2349-11ea-a8ca-74d02b9c93aa,walk after lunch or dinner,3,fitness
1464,ccb09d29-2349-11ea-b27c-74d02b9c93aa,continue my education,1,career
1465,ccb09d29-2349-11ea-b27c-74d02b9c93aa,become a thought leader,5,career
1466,ccb09d2a-2349-11ea-af54-74d02b9c93aa,write a short story,1,creative
1467,ccb09d2b-2349-11ea-839d-74d02b9c93aa,invent something,3,long-term
1468,ccb09d2b-2349-11ea-839d-74d02b9c93aa,adopt a child,4,long-term
1469,ccb09d2b-2349-11ea-839d-74d02b9c93aa,plan your dream vacation,4,personal
1470,ccb09d2b-2349-11ea-839d-74d02b9c93aa,eat in for 30 days straight,1,healthy
1471,ccb09d2b-2349-11ea-839d-74d02b9c93aa,stay offline one day per week,4,healthy
1472,ccb09d2b-2349-11ea-839d-74d02b9c93aa,get started on one thing i've been putting off,2,knowledge
1473,ccb09d2b-2349-11ea-839d-74d02b9c93aa,be open to broadening,5,knowledge
1474,ccb09d2b-2349-11ea-839d-74d02b9c93aa,gain enough knowledge about a topic to be able to teach a class,2,knowledge
1475,ccb09d2c-2349-11ea-b7de-74d02b9c93aa,travel abroad,1,long-term
1476,ccb09d2c-2349-11ea-b7de-74d02b9c93aa,"set a local, state, or world record in something",3,long-term
1477,ccb09d2c-2349-11ea-b7de-74d02b9c93aa,try a new sport or activity,5,healthy
1478,ccb09d2c-2349-11ea-b7de-74d02b9c93aa,stay offline one day per week,2,healthy
1479,ccb09d2d-2349-11ea-a91b-74d02b9c93aa,remember to do more deep breathing,3,healthy
1480,ccb09d2d-2349-11ea-a91b-74d02b9c93aa,take a â€˜meâ€™ day,4,knowledge
1481,ccb09d2d-2349-11ea-a91b-74d02b9c93aa,apply knowledge in a useful way to benefit,2,knowledge
1483,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,walk after lunch or dinner,2,fitness
1484,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,run a 10k,2,fitness
1485,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,squeeze in 10 minutes of exercise per day,5,fitness
1486,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,learn to live in line with spiritual values,4,spiritual
1487,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,practice mindfulness by learning to live in the moment,1,spiritual
1488,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,learn to live in line with spiritual values,2,spiritual
1489,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,meet someone who has a religious or spiritual background,4,spiritual
1490,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,learn to ask for help,4,social and family
1491,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,learn to have empathy,2,social and family
1492,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,learn to forgive,1,social and family
1493,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,maintain a positive mindset in all learning environments,4,knowledge
1494,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,explore two new places,1,knowledge
1495,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,learn a new language,4,knowledge
1496,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,meditate every morning,2,healthy
1497,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,eat more veggies,2,healthy
1498,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,gain enough knowledge about a topic to be able to teach a class,5,knowledge
1499,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,maintain a positive mindset in all learning environments,2,knowledge
1500,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,apply knowledge in a useful way to benefit,4,knowledge
1501,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,rally a community around,2,long-term
1502,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,start a family,1,long-term
1503,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,limit screen time after work,3,personal
1504,ccb09d31-2349-11ea-8f1b-74d02b9c93aa,continue my education,4,career
1505,ccb09d32-2349-11ea-8eb3-74d02b9c93aa,get up when your alarm goes off,1,personal
1506,ccb09d32-2349-11ea-8eb3-74d02b9c93aa,plan your dream vacation,5,personal
1507,ccb09d32-2349-11ea-8eb3-74d02b9c93aa,learn something new,5,personal
1508,ccb09d33-2349-11ea-a169-74d02b9c93aa,take a â€˜meâ€™ day,4,knowledge
1509,ccb09d33-2349-11ea-a169-74d02b9c93aa,start a family,4,long-term
1510,ccb09d33-2349-11ea-a169-74d02b9c93aa,create financial freedom,1,long-term
1511,ccb09d33-2349-11ea-a169-74d02b9c93aa,invent something,5,long-term
1512,ccb09d33-2349-11ea-a169-74d02b9c93aa,enjoy being a beginner,1,creative
1513,ccb09d33-2349-11ea-a169-74d02b9c93aa,run a 10k,4,fitness
1514,ccb09d33-2349-11ea-a169-74d02b9c93aa,complete five pull-ups,3,fitness
1515,ccb09d33-2349-11ea-a169-74d02b9c93aa,be respected,4,social and family
1516,ccb09d33-2349-11ea-a169-74d02b9c93aa,maintain a healthy work-life balance,4,social and family
1517,ccb09d33-2349-11ea-a169-74d02b9c93aa,learn to have empathy,3,social and family
1518,ccb09d34-2349-11ea-8fe1-74d02b9c93aa,create a new recipe and master it,2,creative
1519,ccb09d34-2349-11ea-8fe1-74d02b9c93aa,become the expert,1,career
1520,ccb09d34-2349-11ea-8fe1-74d02b9c93aa,overcome the fear of public speaking,2,career
1521,ccb09d34-2349-11ea-8fe1-74d02b9c93aa,"set a local, state, or world record in something",4,long-term
1522,ccb09d34-2349-11ea-8fe1-74d02b9c93aa,become my best self,1,long-term
1523,ccb09d34-2349-11ea-8fe1-74d02b9c93aa,maintain a positive mindset in all learning environments,5,knowledge
1524,ccb09d35-2349-11ea-8666-74d02b9c93aa,touch the rim of a basketball hoop,5,fitness
1525,ccb09d35-2349-11ea-8666-74d02b9c93aa,do thirty pushups,2,fitness
1526,ccb09d35-2349-11ea-8666-74d02b9c93aa,adopt a child,1,long-term
1527,ccb09d35-2349-11ea-8666-74d02b9c93aa,"set a local, state, or world record in something",2,long-term
1528,ccb09d35-2349-11ea-8666-74d02b9c93aa,become an active listener,2,social and family
1529,ccb09d35-2349-11ea-8666-74d02b9c93aa,reach out to someone,2,social and family
1532,ccb09d38-2349-11ea-941a-74d02b9c93aa,learn to view my mistakes,5,knowledge
1533,ccb09d38-2349-11ea-941a-74d02b9c93aa,maintain a positive mindset in all learning environments,3,knowledge
1534,ccb09d38-2349-11ea-941a-74d02b9c93aa,develop the skills that are needed to properly learn,2,knowledge
1535,ccb09d38-2349-11ea-941a-74d02b9c93aa,be a good family member,1,social and family
1536,ccb09d38-2349-11ea-941a-74d02b9c93aa,go to bed at a reasonable time,1,healthy
1538,ccb09d3a-2349-11ea-949d-74d02b9c93aa,read 20 pages per day,1,personal
1539,ccb09d3a-2349-11ea-949d-74d02b9c93aa,get up when your alarm goes off,1,personal
1540,ccb09d3a-2349-11ea-949d-74d02b9c93aa,clear out your closet of things you no longer wear,4,personal
